source,web-scraper-order,price,size,location,classification,roads,price per foot
Bahrain Finder,1746268003-2032,73003,300,Askar,RA,1,22.6
Bahrain Finder,1746268107-2783,300000,1234.4,Karzakkan,RB,3,22.6
Property Finder,1746260615-255,123637,510,Tubli,RA,1,22.5
Property Finder,1746261736-694,82000,339,Ras Hayan,RA,1,22.5
Property Finder,1746262488-987,193267,798,Tubli,RA,1,22.5
Property Finder,1746263715-1466,105000,434,Budaiya,RB,1,22.5
Property Finder,1746263764-1485,193000,798,Tubli,RA,1,22.5
Property Finder,1746264736-1867,121167,500,Tubli,RA,1,22.5
Bahrain Finder,1746267828-798,72000,300,Askar,RA,1,22.5
Bahrain Finder,1746267844-917,550498,2273,Sanad,RA,2,22.5
Bahrain Finder,1746267861-1031,72657,300,Askar,RA,1,22.5
Bahrain Finder,1746267893-1257,89150,368.1,Ra's Hayyan,RA,1,22.5
Bahrain Finder,1746267893-1258,89150,368.1,Ra's Hayyan,RA,1,22.5
Bahrain Finder,1746267968-1810,72657,300,Jaw,RA,1,22.5
Bahrain Finder,1746267999-2010,73000,301,Jaw,RA,1,22.5
Bahrain Finder,1746268003-2037,91645,378.4,Askar,RA,2,22.5
Bahrain Finder,1746268007-2068,328845,1357.8,Sar,RG,1,22.5
Bahrain Finder,1746268136-3012,73003,301,Askar,RA,1,22.5
Bahrain Finder,1746268149-3108,186825,771.4,Sar,RA,1,22.5
Bahrain Finder,1746268149-3109,184282,760.9,Sar,RA,1,22.5
Bahrain Finder,1746268149-3110,187431,773.9,Sar,RA,1,22.5
Property Finder,1746263039-1201,360000,1495,Al Markh,RG,1,22.4
Bahrain Finder,1746267990-1953,69001,286.6,Askar,RA,1,22.4
Property Finder,1746261986-792,120000,501,Karzakkan,RA,1,22.3
Bahrain Finder,1746267840-861,83000,345.1,Askar,RA,1,22.3
Property Finder,1746261812-723,100000,418,Askar,RA,1,22.2
Property Finder,1746265176-2040,357315,1497,Barbar,RG,1,22.2
Bahrain Finder,1746267771-356,72477,303.3,Jaw,RA,1,22.2
Bahrain Finder,1746267906-1345,72000,300,Ras Zuwaid,RA,1,22.2
Property Finder,1746265348-2108,83072,350,Ras Hayan,RA,1,22.1
Property Finder,1746260303-134,125484,529,Sadad,RA,1,22
Property Finder,1746260679-280,116000,490,Hamala,RB,1,22
Property Finder,1746260686-283,75825,320,Askar,RA,1,22
Property Finder,1746260758-311,372688,1573,Janabiya,RG,1,22
Property Finder,1746260815-333,134506,568,Arad,RA,1,22
Property Finder,1746260873-355,355500,1501,Al Markh,RG,1,22
Property Finder,1746261263-508,83000,350,Askar,RA,1,22
Property Finder,1746261364-547,82551,348,Ras Hayan,RA,1,22
Property Finder,1746261376-552,82500,348,Ras Hayan,RA,1,22
Property Finder,1746261905-760,80633,340,Askar,RA,1,22
Property Finder,1746262615-1036,98488,415,Askar,RA,1,22
Property Finder,1746262804-1109,287959,1216,Arad,RB,1,22
Property Finder,1746262922-1155,236808,1000,Sarat,RA,1,22
Property Finder,1746263122-1234,424407,1793,Janabiya,RG,1,22
Property Finder,1746263271-1293,211162,892,Tubli,RB,1,22
Property Finder,1746263276-1295,211162,892,Tubli,RB,1,22
Property Finder,1746263436-1356,473612,2000,Sanabis,RB,1,22
Property Finder,1746263505-1383,112400,475,Askar,RA,1,22
Property Finder,1746263522-1390,91171,385,Askar,RA,1,22
Property Finder,1746263596-1419,89063,376,Askar,RA,1,22
Property Finder,1746264137-1629,105500,445,Askar,RA,1,22
Property Finder,1746264147-1633,96000,405,Askar,RA,1,22
Property Finder,1746264203-1655,332312,1403,Janabiya,RG,1,22
Property Finder,1746264318-1701,82500,348,Jaww,RA,1,22
Property Finder,1746264697-1851,355000,1501,Al Markh,RG,1,22
Property Finder,1746264709-1856,86908,367,Karrana,RA,1,22
Property Finder,1746264719-1860,395233,1669,Janabiya,RG,1,22
Property Finder,1746264776-1882,89039,376,Askar,RA,1,22
Property Finder,1746264810-1896,278959,1178,Al Markh,RHB,1,22
Property Finder,1746264934-1944,82551,348,Askar,RA,1,22
Property Finder,1746264994-1968,96238,406,Hamala,RA,1,22
Property Finder,1746265024-1979,458247,1935,Bani Jamra,RA,1,22
Property Finder,1746265120-2018,188972,798,Tubli,RA,1,22
Property Finder,1746265218-2056,428954,1811,Janabiya,RG,1,22
Property Finder,1746265220-2057,548092,2315,Janabiya,RG,1,22
Property Finder,1746265455-2150,240101,1014,Hamad Town,RA,1,22
Bahrain Finder,1746267731-36,139954,591,Budaiya,RB,1,22
Bahrain Finder,1746267731-38,125508,530,Budaiya,RB,1,22
Bahrain Finder,1746267731-41,86909,367,Nuranah,RA,1,22
Bahrain Finder,1746267751-206,168844,713,Budaiya,RB,1,22
Bahrain Finder,1746267755-251,215543,910.2,Sar,RB,1,22
Bahrain Finder,1746267759-268,598272,2526.4,Sanad,RA,2,22
Bahrain Finder,1746267763-302,354099,1495.3,Markh,RG,2,22
Bahrain Finder,1746267763-319,71753,303,Ra's Hayyan,RA,1,22
Bahrain Finder,1746267767-325,161598,682.4,Sadad,RA,1,22
Bahrain Finder,1746267779-430,74500,314.6,Askar,RA,1,22
Bahrain Finder,1746267779-431,74500,314.6,Askar,RA,1,22
Bahrain Finder,1746267796-550,101259,427.6,Askar,RA,1,22
Bahrain Finder,1746267796-551,101259,427.6,Askar,RA,1,22
Bahrain Finder,1746267824-747,91739,387.4,Khalifah Town,RA,2,22
Bahrain Finder,1746267856-991,105521,445.6,Askar,RA,2,22
Bahrain Finder,1746267869-1078,189257,799.2,A'ali,RHB,2,22
Bahrain Finder,1746267877-1138,95931,405.1,Askar,RA,1,22
Bahrain Finder,1746267877-1139,95931,405.1,Askar,RA,1,22
Bahrain Finder,1746267877-1157,159467,673.4,A'ali,RB,1,22
Bahrain Finder,1746267893-1252,538762,2275.1,Sar,RG,1,22
Bahrain Finder,1746267918-1458,89040,376,Ra's Hayyan,RA,2,22
Bahrain Finder,1746267927-1509,424407,1792.2,Janabiyah,RG,2,22
Bahrain Finder,1746267935-1573,93113,393.2,Askar,RA,2,22
Bahrain Finder,1746267947-1661,96238,406.4,Hamalah,RA,1,22
Bahrain Finder,1746267955-1704,91101,385,Ra's Hayyan,RA,1,22
Bahrain Finder,1746267964-1769,77697,328.1,Askar,RA,1,22
Bahrain Finder,1746267968-1794,203181,858,Tubli,RA,1,22
Bahrain Finder,1746267999-2006,355000,1501.5,Markh,RG,1,22
Bahrain Finder,1746267999-2009,355500,1501.5,Markh,RG,1,22
Bahrain Finder,1746267999-2016,104503,441.3,Askar,RA,1,22
Bahrain Finder,1746268029-2220,509232,2150.4,Sar,RG,1,22
Bahrain Finder,1746268033-2266,320425,1353.1,Sar,RG,1,22
Bahrain Finder,1746268041-2321,320022,1351.4,Hamalah,RG,1,22
Bahrain Finder,1746268050-2370,395233,1669,Janabiyah,RG,2,22
Bahrain Finder,1746268054-2411,84587,357.2,Askar,RA,2,22
Bahrain Finder,1746268058-2427,211162,891.7,Tubli,RB,1,22
Bahrain Finder,1746268058-2428,211162,891.7,Tubli,RB,1,22
Bahrain Finder,1746268062-2462,231290,976.7,Hawrat A'ali,RA,1,22
Bahrain Finder,1746268083-2607,105500,445.6,Jaw,RA,2,22
Bahrain Finder,1746268083-2609,96000,405.1,Jaw,RA,1,22
Bahrain Finder,1746268091-2672,109642,463,A'ali,RB,1,22
Bahrain Finder,1746268099-2739,372498,1573,Sar,RA,1,22
Bahrain Finder,1746268099-2740,372522,1573.1,Sar,RA,1,22
Bahrain Finder,1746268111-2813,95268,402.3,Budaiya,RB,1,22
Bahrain Finder,1746268111-2814,110897,468.3,Jaw,RA,1,22
Bahrain Finder,1746268115-2863,80917,341.7,Askar,RA,1,22
Bahrain Finder,1746268120-2871,100643,425,Askar,RA,2,22
Bahrain Finder,1746268132-2969,118617,500.9,Budaiya,RB,2,22
Bahrain Finder,1746268132-2971,103840,438.5,Hamad Town,RA,1,22
Bahrain Finder,1746268149-3088,124940,527.6,Lawzi,RA,1,22
Bahrain Finder,1746268162-3180,67727,286,Jaw,RA,1,22
Bahrain Finder,1746268166-3224,92000,388,Jid Ali,RB,1,22
Bahrain Finder,1746268166-3230,72984,308.2,Jaw,RA,1,22
Bahrain Finder,1746268183-3332,163303,689.6,Tubli,RB,1,22
Bahrain Finder,1746268191-3394,82551,348.6,Jaw,RA,1,22
Bahrain Finder,1746268191-3405,82551,348.6,Ra's Hayyan,RA,1,22
Bahrain Finder,1746268191-3407,188973,798,Tubli,RA,1,22
Bahrain Finder,1746268195-3413,332549,1404.3,Janabiyah,RG,1,22
Bahrain Finder,1746268195-3415,77128,325.7,Askar,RA,1,22
Bahrain Finder,1746268213-3546,134507,568,Arad,RA,1,22
Bahrain Finder,1746268213-3560,250590,1058.2,East Riffa,RB,,22
Bahrain Finder,1746268222-3597,86506,365.3,Ra's Hayyan,RA,1,22
Bahrain Finder,1746268222-3598,86269,364.3,Ra's Hayyan,RA,1,22
Bahrain Finder,1746268233-3696,118168,499,Damistan,RB,2,22
Property Finder,1746262958-1170,112000,475,Askar,RA,1,21.9
Bahrain Finder,1746267951-1676,104000,441.2,Askar,RA,2,21.9
Bahrain Finder,1746267955-1721,105521,445.6,Askar,RA,2,21.9
Bahrain Finder,1746267960-1753,77000,328.1,Askar,RA,1,21.9
Property Finder,1746263014-1192,152525,650,Malkiyah,RB,1,21.8
Property Finder,1746264443-1750,226000,962,A'Ali,RA,1,21.8
Bahrain Finder,1746267964-1774,77000,328.1,Askar,RA,1,21.8
Property Finder,1746263178-1256,85000,366,Karrana,RA,1,21.6
Bahrain Finder,1746267901-1326,94000,405.1,Askar,RA,1,21.6
Bahrain Finder,1746268153-3120,85096,366,Karranah,RA,2,21.6
Property Finder,1746263645-1438,89654,387,Askar,RA,1,21.5
Property Finder,1746263698-1459,85187,368,Askar,RA,1,21.5
Property Finder,1746264195-1652,312749,1351,Janabiya,RG,1,21.5
Property Finder,1746264198-1653,312633,1350,Janabiya,RG,1,21.5
Property Finder,1746264634-1826,185000,800,Jeblat Hebshi,RA,1,21.5
Bahrain Finder,1746267759-273,188844,816,Sitra,RA,1,21.5
Bahrain Finder,1746267779-437,83776,362,Budaiya,RB,1,21.5
Bahrain Finder,1746267885-1213,54999,237.8,Riffa - Al Hunainiyah,RHB,1,21.5
Bahrain Finder,1746267897-1284,98333,424.9,Ra's Hayyan,RA,1,21.5
Bahrain Finder,1746267927-1512,87000,376,Askar,RA,2,21.5
Bahrain Finder,1746267939-1599,88196,381.1,Askar,RA,2,21.5
Bahrain Finder,1746267951-1677,90511,391.1,Askar,RA,1,21.5
Bahrain Finder,1746267977-1866,447832,1935.1,Bani Jamrah,RA,1,21.5
Bahrain Finder,1746268218-3573,312749,1351.4,Janabiyah,RG,1,21.5
Property Finder,1746264803-1893,133275,579,Arad,RB,1,21.4
Bahrain Finder,1746267939-1604,185000,800.3,Jablat Hibshi,RA,1,21.4
Bahrain Finder,1746268191-3393,165161,717,Hamad Town,RA,1,21.4
Property Finder,1746260359-156,54000,237,Riffa,RHB,1,21.2
Property Finder,1746261988-793,120000,527,Karzakkan,RA,1,21.2
Property Finder,1746265035-1984,120000,525,Malkiyah,RA,1,21.2
Bahrain Finder,1746267844-920,88001,385,Askar,RA,1,21.2
Bahrain Finder,1746267844-919,110004,484.8,Askar,RA,1,21.1
Property Finder,1746261330-534,88400,391,Askar,RA,1,21
Property Finder,1746261721-688,128000,567,Askar,RA,1,21
Property Finder,1746262560-1015,326630.5455,1445,Janabiya,RG,1,21
Property Finder,1746262567-1018,157325.1624,696,Tubli,RB,1,21
Property Finder,1746263002-1187,356516,1577,Saar,RG,1,21
Property Finder,1746263336-1318,368676,1631,Janabiya,RG,1,21
Property Finder,1746263338-1319,368676,1631,Janabiya,RG,1,21
Property Finder,1746263341-1320,377265,1669,Janabiya,RG,1,21
Property Finder,1746264528-1784,85000,376,Askar,RA,1,21
Property Finder,1746264571-1801,98329,435,Askar,RA,1,21
Property Finder,1746264721-1861,368678,1631,Janabiya,RG,1,21
Property Finder,1746265186-2044,344799,1525,Barbar,RG,1,21
Property Finder,1746265188-2045,350952,1553,Barbar,RG,1,21
Property Finder,1746265227-2060,439299,1943,Janabiya,RG,1,21
Property Finder,1746265230-2061,406140,1797,Janabiya,RG,1,21
Property Finder,1746265540-2183,217500,962,A'Ali,RB,1,21
Bahrain Finder,1746267731-48,198128,876.5,Hamalah,RA,1,21
Bahrain Finder,1746267738-126,201428,891.1,Barbar,RG,1,21
Bahrain Finder,1746267763-314,843822,3733,A'ali,RB,2,21
Bahrain Finder,1746267767-326,107371,475,Ra's Hayyan,RA,2,21
Bahrain Finder,1746267792-503,96453,426.7,Askar,RA,2,21
Bahrain Finder,1746267792-504,82416,364.6,Askar,RA,2,21
Bahrain Finder,1746267792-515,97674,432.1,Askar,RA,2,21
Bahrain Finder,1746267792-516,98465,435.6,Askar,RA,2,21
Bahrain Finder,1746267792-517,97832,432.8,Askar,RA,2,21
Bahrain Finder,1746267792-518,98781,437,Askar,RA,2,21
Bahrain Finder,1746267820-718,69667,308.2,Askar,RA,1,21
Bahrain Finder,1746267832-828,109857,486,Askar,RA,1,21
Bahrain Finder,1746267861-1015,368678,1573.8,Janabiyah,RG,2,21
Bahrain Finder,1746267865-1059,188295,833,Tubli,RA,1,21
Bahrain Finder,1746267865-1060,166820,738,Tubli,RA,1,21
Bahrain Finder,1746267865-1061,289562,1281,Tubli,RA,1,21
Bahrain Finder,1746267927-1518,201586,891.8,Sar,RA,1,21
Bahrain Finder,1746267951-1684,107371,475,Askar,RA,2,21
Bahrain Finder,1746267960-1733,201563,891.7,Tubli,RB,1,21
Bahrain Finder,1746267981-1886,287980,1274,Barbar,RG,1,21
Bahrain Finder,1746267994-1971,287980,1274,Sar,RG,1,21
Bahrain Finder,1746268045-2341,98000,435,Askar,RA,2,21
Bahrain Finder,1746268050-2364,368678,1631,Janabiyah,RG,2,21
Bahrain Finder,1746268050-2365,368678,1631,Janabiyah,RG,2,21
Bahrain Finder,1746268050-2366,368678,1631,Janabiyah,RG,2,21
Bahrain Finder,1746268078-2585,523179,2314.5,Janabiyah,RG,1,21
Bahrain Finder,1746268078-2587,409456,1811.4,Janabiyah,RG,1,21
Bahrain Finder,1746268083-2625,154252,682.1,Sadad,RA,1,21
Bahrain Finder,1746268091-2686,356516,1577.2,Markh,RG,1,21
Bahrain Finder,1746268103-2761,120000,529.9,Sadad,RA,1,21
Bahrain Finder,1746268107-2784,96656,427.6,Ra's Hayyan,RA,1,21
Bahrain Finder,1746268128-2949,450506,1993,Al Qurayyah,RA,1,21
Bahrain Finder,1746268132-2962,103460,457.7,Ra's Hayyan,RA,1,21
Bahrain Finder,1746268158-3143,100725,445.6,Askar,RA,2,21
Bahrain Finder,1746268162-3179,81896,362.3,Jaw,RA,1,21
Bahrain Finder,1746268166-3219,117565,520.1,Jaw,RA,2,21
Bahrain Finder,1746268166-3220,91570,405.1,Jaw,RA,1,21
Bahrain Finder,1746268179-3300,217477,962.1,A'ali,RB,2,21
Bahrain Finder,1746268179-3307,85600,378.7,Askar,RA,3,21
Bahrain Finder,1746268187-3371,113360,501.5,Karzakkan,RA,2,21
Bahrain Finder,1746268209-3509,82981,367.1,Askar,RA,2,21
Bahrain Finder,1746268209-3510,87230,385.9,Askar,RA,1,21
Bahrain Finder,1746268213-3538,305476,1351.4,Janabiyah,RG,1,21
Property Finder,1746261799-719,98000,435,Askar,RA,1,20.9
Property Finder,1746260620-257,190000,847,Jeblat Hebshi,RB,1,20.8
Bahrain Finder,1746267836-845,89892,401.5,Budaiya,RB,2,20.8
Bahrain Finder,1746267736-90,104814,475,Ra's Hayyan,RA,2,20.5
Bahrain Finder,1746267885-1200,119709,542.5,Jaw,RA,2,20.5
Bahrain Finder,1746267914-1414,95988,435,Ra's Hayyan,RA,2,20.5
Bahrain Finder,1746268166-3211,78776,357,Askar,RA,2,20.5
Property Finder,1746260579-241,175560,798,Tubli,RA,1,20.4
Bahrain Finder,1746267877-1155,124725,568,Arad,RA,1,20.4
Bahrain Finder,1746267939-1598,118541,542.5,Askar,RA,1,20.3
Property Finder,1746262299-913,85000,391,Ras Hayan,RA,1,20.2
Bahrain Finder,1746268111-2827,110000,509,Tubli,RB,1,20.1
Property Finder,1746260504-212,143505,666,Dumistan,RG,1,20
Property Finder,1746260625-259,784157,3642,Hamala,RG,3,20
Property Finder,1746261139-459,492280,2286,Hamala,RG,1,20
Property Finder,1746261340-538,211189,981,Tubli,RA,1,20
Property Finder,1746262873-1136,291921,1356,Budaiya,RB,1,20
Property Finder,1746262875-1137,291920,1356,Budaiya,RB,1,20
Property Finder,1746262894-1145,111859,519,A'Ali,RA,1,20
Property Finder,1746264207-1657,145098,674,Amwaj Islands,RA,1,20
Property Finder,1746264210-1658,162536,755,Amwaj Islands,RA,1,20
Property Finder,1746264297-1693,82800,385,Askar,RA,1,20
Property Finder,1746265181-2042,334240,1553,Barbar,RG,1,20
Property Finder,1746265183-2043,334240,1553,Barbar,RG,1,20
Property Finder,1746265191-2046,334240,1553,Barbar,RG,1,20
Property Finder,1746265196-2047,334240,1553,Barbar,RG,1,20
Property Finder,1746265513-2172,108631,504,Exhibition Road,RA,1,20
Bahrain Finder,1746267731-31,338657,1573.1,Sar,RA,1,20
Bahrain Finder,1746267796-533,175173,813.7,Al Eker,RA,,20
Bahrain Finder,1746267820-737,414199,1924,Al Qurayyah,RA,1,20
Bahrain Finder,1746267844-900,948308,4405,Janabiyah,RG,1,20
Bahrain Finder,1746267861-1023,87001,405.1,Askar,RA,1,20
Bahrain Finder,1746267889-1233,498265,2314,Janabiyah,RG,1,20
Bahrain Finder,1746267901-1330,389958,1811.4,Janabiyah,RG,1,20
Bahrain Finder,1746267914-1410,407805,1894.3,Askar,RA,3,20
Bahrain Finder,1746267960-1736,492927,2289.7,Al Hajar,RG,1,20
Bahrain Finder,1746267960-1760,492280,2286.7,Hamalah,RG,2,20
Bahrain Finder,1746267968-1797,150000,695000,Askar,RA,2,20
Bahrain Finder,1746268045-2347,340293,1580.7,Barbar,RG,2,20
Bahrain Finder,1746268045-2350,334243,1552.6,Barbar,RG,2,20
Bahrain Finder,1746268058-2446,334115,1552,Barbar,RG,2,20
Bahrain Finder,1746268062-2480,334244,1552.6,Barbar,RG,2,20
Bahrain Finder,1746268087-2640,367095,1705.2,Hidd,RA,3,20
Bahrain Finder,1746268091-2669,82800,385,Jaw,RA,1,20
Bahrain Finder,1746268111-2836,155625,722.9,Karzakkan,RB,2,20
Bahrain Finder,1746268124-2912,93432,434,Budaiya,RB,1,20
Bahrain Finder,1746268140-3032,334394,1553.3,Barbar,RG,3,20
Bahrain Finder,1746268166-3212,76855,357,Askar,RA,1,20
Bahrain Finder,1746268171-3258,137930,640.7,Jaw,RA,1,20
Bahrain Finder,1746268205-3496,179393,833.3,Riffa - Buhair,RA,1,20
Bahrain Finder,1746268213-3558,311209,1445.6,Janabiyah,RG,1,20
Bahrain Finder,1746268218-3586,547457,2543,Barbar,RG,2,20
Bahrain Finder,1746268226-3648,415103,1928.2,Hamalah,RG,2,20
Bahrain Finder,1746268226-3649,397708,1847.4,Hamalah,RG,2,20
Bahrain Finder,1746268226-3650,397708,1847.4,Hamalah,RG,2,20
Bahrain Finder,1746268233-3709,145098,674,Amwaj Island,RA,2,20
Bahrain Finder,1746268233-3710,162536,755,Amwaj Island,RA,2,20
Property Finder,1746264970-1958,135000,630,Sadad,RB,1,19.9
Property Finder,1746265200-2049,338457,1581,Barbar,RG,1,19.9
Property Finder,1746261824-728,82000,385,Askar,RA,1,19.8
Property Finder,1746262311-918,110000,517,Budaiya,RB,1,19.8
Bahrain Finder,1746268111-2837,100000,468.3,Jaw,RA,1,19.8
Property Finder,1746264644-1830,80800,385,Askar,RA,1,19.5
Bahrain Finder,1746267771-354,873176,4160,Buri,RG,2,19.5
Bahrain Finder,1746267832-812,404683,1928,Bani Jamrah,RA,1,19.5
Bahrain Finder,1746268020-2170,400000,1935.1,Bani Jamrah,RA,1,19.2
Property Finder,1746260671-277,116000,567,Askar,RA,1,19
Property Finder,1746261078-436,293112,1433,Al Qurayyah,RG,1,19
Property Finder,1746261557-623,207000,1013,Jidhafs,RHB,1,19
Property Finder,1746262211-879,2800000,13700,Saar,RA,1,19
Property Finder,1746262404-954,297427,1454,Arad,RA,1,19
Property Finder,1746262990-1182,407068,1990,Janabiya,RG,1,19
Property Finder,1746263010-1190,1149993,5623,Hamala,RG,1,19
Property Finder,1746263314-1309,2820419,13791,Saar,RA,1,19
Property Finder,1746264169-1642,506500,2477,Sitra,RB,1,19
Property Finder,1746264464-1759,142000,694,Eker,RB,1,19
Property Finder,1746264791-1888,297427,1455,Arad,RA,1,19
Property Finder,1746265380-2121,182366,892,Tubli,RB,1,19
Bahrain Finder,1746267736-94,1383960,6767,Sanad,RA,2,19
Bahrain Finder,1746267816-694,297428,1454.3,Arad,RA,1,19
Bahrain Finder,1746267856-981,370174,1810,Hamalah,RG,1,19
Bahrain Finder,1746268045-2345,311948,1525.3,Barbar,RG,2,19
Bahrain Finder,1746268045-2346,306201,1497.2,Barbar,RG,2,19
Bahrain Finder,1746268091-2687,407068,1990.4,Janabiyah,RG,1,19
Property Finder,1746260576-240,200000,998,Sanad,RA,1,18.6
Bahrain Finder,1746268222-3596,200001,998.9,Sanad,RA,1,18.6
Property Finder,1746261290-519,114860,576,Askar,RA,1,18.5
Bahrain Finder,1746267852-965,202121,1015,East Riffa,RHA,2,18.5
Bahrain Finder,1746267955-1718,198914,998.9,Sanad,RA,1,18.5
Bahrain Finder,1746268011-2091,111117,558,Malkiya,RA,1,18.5
Property Finder,1746261471-590,229928,1161,Saar,RA,1,18.4
Bahrain Finder,1746267885-1214,57999,295.2,Riffa - Al Hunainiyah,RHB,1,18.3
Bahrain Finder,1746268025-2182,120000,609.3,Sitra,RB,1,18.3
Bahrain Finder,1746267734-64,135000,692,Malkiya,RA,1,18.1
Bahrain Finder,1746267877-1131,304127,1561,Sar,RB,1,18.1
Property Finder,1746260181-86,955963.4868000001,4934,West Riffa,RA,1,18
Property Finder,1746260357-155,281773,1454,Arad,RA,1,18
Property Finder,1746260803-328,443633,2289,Al Hajar,RG,1,18
Property Finder,1746260826-337,981000,5063,Al Markh,RG,1,18
Property Finder,1746264212-1659,281774,1454,Arad,RA,1,18
Property Finder,1746265198-2048,300819,1553,Barbar,RG,1,18
Bahrain Finder,1746267729-4,641203,3309.4,Janabiyah,RG,1,18
Bahrain Finder,1746267731-34,842744,4349.6,Jasrah,RG,1,18
Bahrain Finder,1746267743-170,132836,685.6,Sadad,RB,1,18
Bahrain Finder,1746267751-201,158682,819,Hamad Town,RA,1,18
Bahrain Finder,1746267856-1003,3577437,18464,Damistan,RG,1,18
Bahrain Finder,1746267877-1158,1501403,7749.1,Hamalah,RHA,2,18
Bahrain Finder,1746267999-2029,260655,1345.3,South Sehla,RB,2,18
Bahrain Finder,1746268020-2171,443634,2289.7,Al Hajar,RG,1,18
Bahrain Finder,1746268045-2348,300819,1552.6,Barbar,RG,1,18
Bahrain Finder,1746268045-2349,300819,1552.6,Barbar,RG,1,18
Bahrain Finder,1746268045-2351,300819,1552.6,Barbar,RG,1,18
Bahrain Finder,1746268045-2352,300819,1552.6,Barbar,RG,1,18
Bahrain Finder,1746268045-2353,300819,1552.6,Barbar,RG,1,18
Bahrain Finder,1746268120-2898,281774,1454.3,Arad,RA,1,18
Bahrain Finder,1746268171-3259,97070,501,Jaw,RA,1,18
Bahrain Finder,1746267897-1306,622535,3231,Damistan,RG,1,17.9
Property Finder,1746261995-796,125000,651,Hamad Town,RA,1,17.8
Bahrain Finder,1746268037-2282,753969,4002.6,Jasrah,RG,2,17.5
Bahrain Finder,1746268070-2520,367322,1950,Malkiya,RB,1,17.5
Bahrain Finder,1746267986-1917,120000,651.9,Hamad Town,RA,1,17.1
Property Finder,1746262604-1032,926541,5063,Al Markh,RG,1,17
Property Finder,1746264980-1962,270000,1473,Dumistan,RG,1,17
Bahrain Finder,1746267734-67,550904,3010.6,Karranah,RG,,17
Bahrain Finder,1746267844-896,776271,4242.2,Sar,RG,1,17
Bahrain Finder,1746267881-1170,934611,5107.5,Janabiyah,RG,1,17
Bahrain Finder,1746267964-1763,269560,1473.1,Damistan,RG,2,17
Bahrain Finder,1746268054-2403,926541,5063.4,Markh,RG,1,17
Bahrain Finder,1746268166-3209,200103,1100,Askar,RA,2,16.9
