source,web-scraper-order,price,size,location,classification,roads,price per foot
Bahrain Finder,1746268226-3634,108421,402.9,Salmabad,RB,1,25
Bahrain Finder,1746268230-3671,97199,361.2,Karzakkan,RB,2,25
Bahrain Finder,1746268230-3672,78954,293.4,Karzakkan,RB,1,25
Bahrain Finder,1746268230-3673,82802,307.7,Karzakkan,RB,1,25
Bahrain Finder,1746268230-3674,88857,330.2,Karzakkan,RB,2,25
Bahrain Finder,1746268230-3675,97495,362.3,Karzakkan,RB,2,25
Bahrain Finder,1746268230-3676,81995,304.7,Karzakkan,RB,1,25
Property Finder,1746260056-36,168000,627,Jeblat Hebshi,RB,1,24.9
Property Finder,1746260151-74,117000,436,Busaiteen,RA,1,24.9
Property Finder,1746260154-75,117000,436,Busaiteen,RA,1,24.9
Property Finder,1746260696-287,120195,449,Tubli,RA,1,24.9
Property Finder,1746261709-683,132000,493,Dumistan,RA,1,24.9
Bahrain Finder,1746267935-1564,85000,317.6,Hamalah,RHA,2,24.9
Bahrain Finder,1746268222-3618,117000,436.5,Busaiteen,RA,2,24.9
Property Finder,1746265360-2113,121500,456,Jid Ali,RB,1,24.8
Bahrain Finder,1746267729-9,102001,381.9,Riffa,RB,2,24.8
Bahrain Finder,1746267771-362,80000,300,Askar,RA,1,24.8
Bahrain Finder,1746267852-968,120000,450.4,Nuwaydirat,RB,2,24.8
Property Finder,1746260374-162,85000,320,Diraz,RHB,1,24.7
Bahrain Finder,1746267731-39,100102,376.2,Budaiya,RHA,2,24.7
Bahrain Finder,1746267771-363,80000,300,Askar,RA,1,24.7
Bahrain Finder,1746267771-367,79761,300,Askar,RA,1,24.7
Bahrain Finder,1746268111-2821,43000,162,Hamalah,RHA,1,24.7
Bahrain Finder,1746267889-1250,110154,416,Hamalah,RA,1,24.6
Bahrain Finder,1746268083-2628,46000,161.5,Hamalah,RHA,1,24.6
Property Finder,1746260305-135,110761,420,Hidd,RB,1,24.5
Property Finder,1746260598-248,135000,512,Sadad,RA,1,24.5
Property Finder,1746262042-814,114870,435,Sadad,RA,1,24.5
Property Finder,1746264973-1959,95000,360,Karzakkan,RA,1,24.5
Bahrain Finder,1746267910-1391,89400,339,Askar,RA,2,24.5
Bahrain Finder,1746267943-1627,136817,518.8,Barbar,RA,1,24.5
Bahrain Finder,1746268016-2131,166142,630,Sadad,RB,2,24.5
Bahrain Finder,1746268091-2664,110762,420,Hidd,RB,1,24.5
Bahrain Finder,1746268111-2833,114870,435.6,Sadad,RA,1,24.5
Bahrain Finder,1746268140-3043,122000,464.5,A'ali,RB,1,24.5
Bahrain Finder,1746268153-3126,607765,2304,Janabiyah,RG,2,24.5
Bahrain Finder,1746268162-3195,116036,440,West Riffa,RA,1,24.5
Bahrain Finder,1746268183-3350,135024,512,Sadad,RA,2,24.5
Bahrain Finder,1746268230-3670,95000,362.5,Hidd,RB,1,24.5
Property Finder,1746260020-22,300000,1140,Hamad Town,RA,1,24.4
Property Finder,1746260293-130,95000,362,Hidd,RB,1,24.4
Property Finder,1746262216-881,210000,800,Jeblat Hebshi,RA,1,24.4
Property Finder,1746262368-940,135000,513,Jid Ali,RB,1,24.4
Property Finder,1746262669-1056,122000,464,Salmabad,RB,1,24.4
Property Finder,1746263557-1403,122000,464,A'Ali,RB,1,24.4
Property Finder,1746263909-1542,110000,418,Galali,RA,1,24.4
Property Finder,1746264036-1590,357000,1357,Saar,RG,1,24.4
Bahrain Finder,1746267889-1243,42000,160,Hamalah,RHA,1,24.4
Bahrain Finder,1746268050-2369,300025,1140,Hamad Town,RA,2,24.4
Bahrain Finder,1746268103-2774,190000,800.3,Jablat Hibshi,RA,1,24.4
Bahrain Finder,1746268145-3057,122000,464.5,Salmabad,RB,1,24.4
Bahrain Finder,1746268183-3348,95000,362.3,Hidd,RB,2,24.4
Bahrain Finder,1746268199-3458,95155,362.3,Hidd,RB,1,24.4
Property Finder,1746260138-69,125000,478,Riffa Al Sharqi,RA,1,24.3
Property Finder,1746262390-948,224000,858,Al Qurayyah,RA,1,24.3
Bahrain Finder,1746267840-886,130998,500,Lawzi,RA,2,24.3
Property Finder,1746260184-87,115000,441,Riffa Al Sharqi,RA,1,24.2
Property Finder,1746261214-489,131000,502,Karzakkan,RB,1,24.2
Property Finder,1746261692-676,130000,500,Tubli,RB,1,24.2
Property Finder,1746264914-1936,104500,402,Salmabad,RB,1,24.2
Bahrain Finder,1746267820-730,130000,501,Hamad Town,RA,2,24.2
Bahrain Finder,1746267994-1986,107973,414.5,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1987,110343,423.6,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1988,113026,433.9,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1989,115657,444,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1990,119590,459.1,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1991,120059,460.9,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1992,116152,445.9,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1993,113547,435.9,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1994,110994,426.1,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1995,108129,415.1,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1996,105550,405.2,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1997,103101,395.8,Hamalah,RA,1,24.2
Bahrain Finder,1746267994-1998,94714,363.6,Hamalah,RA,1,24.2
Bahrain Finder,1746268078-2588,102971,395.3,Hamalah,RA,1,24.2
Bahrain Finder,1746268199-3454,129000,496,Jablat Hibshi,RA,1,24.2
Property Finder,1746260298-132,106408,411,Busaiteen,RA,1,24.1
Property Finder,1746261371-550,130000,501,Hamad Town,RA,1,24.1
Property Finder,1746262294-911,110000,424,Malkiyah,RB,1,24.1
Property Finder,1746265179-2041,109767,424,Hamala,RA,1,24.1
Property Finder,1746265458-2151,104500,403,Salmabad,RB,1,24.1
Bahrain Finder,1746268171-3248,129966,501,Hamad Town,RA,2,24.1
Bahrain Finder,1746268213-3534,104500,402.9,Salmabad,RB,1,24.1
Bahrain Finder,1746268226-3631,130000,500,Tubli,RB,1,24.1
Property Finder,1746260023-23,143000,554,Tubli,RB,1,24
Property Finder,1746260068-41,181093,701,Barbar,RA,1,24
Property Finder,1746260130-66,166187,643,Barbar,RG,1,24
Property Finder,1746260252-114,102120,395,Hamala,RA,1,24
Property Finder,1746260501-211,166125,643,Barbar,RG,1,24
Property Finder,1746260519-218,131880,510,Tubli,RA,1,24
Property Finder,1746260569-237,106124,410,Hamala,RA,1,24
Property Finder,1746260637-264,166190,643,Barbar,RG,1,24
Property Finder,1746261373-551,403100,1560,Janabiya,RG,1,24
Property Finder,1746261447-580,129245,500,Tubli,RA,1,24
Property Finder,1746261628-651,132268,512,Dumistan,RA,1,24
Property Finder,1746261662-665,175000,678,Barbar,RG,1,24
Property Finder,1746261707-682,132000,512,Dumistan,RA,1,24
Property Finder,1746261787-714,116173,449,Tubli,RA,1,24
Property Finder,1746261804-721,128000,496,Jurdab,RB,1,24
Property Finder,1746261954-779,145830,564,Sitra,RB,1,24
Property Finder,1746262221-882,145830,564,Sitra,RA,1,24
Property Finder,1746262223-883,88000,340,Ras Hayan,RA,1,24
Property Finder,1746262333-926,95429,369,Hamala,RA,1,24
Property Finder,1746262570-1019,189773,734,North Riffa,RA,1,24
Property Finder,1746262761-1093,136841,529,Jidhafs,RB,1,24
Property Finder,1746263083-1219,514863,1993,Al Qurayyah,RA,1,24
Property Finder,1746263110-1229,387500,1500,Hamala,RG,1,24
Property Finder,1746263239-1280,118705,459,Hamala,RA,1,24
Property Finder,1746263242-1281,104574,405,Hamala,RA,1,24
Property Finder,1746263247-1283,112350,435,Hamala,RA,1,24
Property Finder,1746263261-1289,109767,425,Hamala,RA,1,24
Property Finder,1746263263-1290,107184,415,Hamala,RA,1,24
Property Finder,1746263266-1291,114934,445,Hamala,RA,1,24
Property Finder,1746263349-1322,257045,995,Arad,RA,1,24
Property Finder,1746263372-1331,159500,617,Riffa Al Sharqi,RB,1,24
Property Finder,1746263574-1410,169000,655,Tubli,RB,1,24
Property Finder,1746263635-1434,128238,496,Jurdab,RB,1,24
Property Finder,1746263717-1467,107000,414,Tubli,RA,1,24
Property Finder,1746264009-1579,137719,533,A'Ali,RA,1,24
Property Finder,1746264469-1761,87330,338,Askar,RA,1,24
Property Finder,1746264486-1768,98167,380,Budaiya,RB,1,24
Property Finder,1746264707-1855,136918,530,A'Ali,RA,1,24
Property Finder,1746265212-2054,112350,434,Hamala,RA,1,24
Property Finder,1746265271-2077,152418,590,Malkiyah,RB,1,24
Property Finder,1746265280-2081,103515,400,Malkiyah,RA,1,24
Property Finder,1746265399-2128,144254,558,Hamad Town,RA,1,24
Bahrain Finder,1746267734-68,210544,815,Tubli,RB,1,24
Bahrain Finder,1746267738-128,329120,1274,Barbar,RG,2,24
Bahrain Finder,1746267738-132,160117,619.8,Dilmunia,RA,2,24
Bahrain Finder,1746267747-171,140147,542.5,Malkiya,RA,1,24
Bahrain Finder,1746267751-204,105401,408,Arad,RA,1,24
Bahrain Finder,1746267759-266,287528,1113,Al Qurayyah,RG,2,24
Bahrain Finder,1746267771-355,77500,300,Jaw,RA,1,24
Bahrain Finder,1746267771-361,132268,512,Damistan,RA,1,24
Bahrain Finder,1746267775-385,152418,590,Sadad,RB,2,24
Bahrain Finder,1746267784-446,132202,512,Lawzi,RA,1,24
Bahrain Finder,1746267800-564,77501,300,Askar,RA,1,24
Bahrain Finder,1746267800-565,77501,300,Askar,RA,1,24
Bahrain Finder,1746267800-566,77501,300,Askar,RA,1,24
Bahrain Finder,1746267800-567,77501,300,Askar,RA,1,24
Bahrain Finder,1746267800-568,77501,300,Askar,RA,1,24
Bahrain Finder,1746267804-598,129685,502,Malkiya,RB,1,24
Bahrain Finder,1746267808-621,107158,414.8,Karzakkan,RA,1,24
Bahrain Finder,1746267812-669,280036,1084,Al Qurayyah,RG,2,24
Bahrain Finder,1746267816-705,166188,643.3,Barbar,RG,2,24
Bahrain Finder,1746267820-738,129246,500.3,Tubli,RA,1,24
Bahrain Finder,1746267820-739,129246,500.3,Tubli,RA,1,24
Bahrain Finder,1746267820-740,131881,510.5,Tubli,RA,1,24
Bahrain Finder,1746267824-767,121237,469.3,Damistan,RA,1,24
Bahrain Finder,1746267828-778,268928,1041,Tubli,RA,1,24
Bahrain Finder,1746267832-813,218940,847.5,Jablat Hibshi,RB,1,24
Bahrain Finder,1746267832-816,125267,484.9,Sitra,RB,1,24
Bahrain Finder,1746267840-864,156655,606.4,Karzakkan,RA,1,24
Bahrain Finder,1746267840-889,130201,504,Lawzi,RA,1,24
Bahrain Finder,1746267852-957,129426,501,Hamad Town,RA,2,24
Bahrain Finder,1746267861-1017,121902,453,Hamad Town,RA,2,24
Bahrain Finder,1746267861-1024,132681,513.6,Sitra,RA,1,24
Bahrain Finder,1746267861-1025,129866,502.7,Sitra,RA,1,24
Bahrain Finder,1746267881-1173,99976,387,Budaiya,RB,1,24
Bahrain Finder,1746267881-1179,102792,397.9,Budaiya,RB,1,24
Bahrain Finder,1746267881-1180,102224,395.7,Budaiya,RB,1,24
Bahrain Finder,1746267881-1181,103360,400.1,Budaiya,RB,1,24
Bahrain Finder,1746267881-1182,105039,406.6,Budaiya,RB,1,24
Bahrain Finder,1746267881-1183,104471,404.4,Budaiya,RB,1,24
Bahrain Finder,1746267881-1184,101655,393.5,Budaiya,RB,1,24
Bahrain Finder,1746267881-1185,101087,391.3,Budaiya,RB,1,24
Bahrain Finder,1746267885-1206,144151,558,Malkiya,RA,1,24
Bahrain Finder,1746267893-1267,125551,486,Salmabad,RB,1,24
Bahrain Finder,1746267893-1280,87473,338.6,Ra's Hayyan,RA,1,24
Bahrain Finder,1746267897-1283,247770,959.1,Jurdab,RA,1,24
Bahrain Finder,1746267897-1304,279261,1081,Sar,RG,1,24
Bahrain Finder,1746267910-1382,150945,584.3,Sadad,RA,2,24
Bahrain Finder,1746267947-1658,146735,568,Arad,RA,1,24
Bahrain Finder,1746267951-1685,105608,408.8,Budaiya,RB,1,24
Bahrain Finder,1746267951-1687,106176,411,Budaiya,RB,1,24
Bahrain Finder,1746267990-1951,133637,517.3,Sitra,RB,1,24
Bahrain Finder,1746267999-2015,90418,350,Askar,RA,1,24
Bahrain Finder,1746268020-2159,132200,512,Lawzi,RA,1,24
Bahrain Finder,1746268025-2208,143221,554.4,Tubli,RB,1,24
Bahrain Finder,1746268029-2224,398638,1543.1,Sar,RG,2,24
Bahrain Finder,1746268033-2246,257044,995,Arad,RA,1,24
Bahrain Finder,1746268033-2265,169184,654.9,Musala,RA,1,24
Bahrain Finder,1746268037-2271,114934,444.9,Hamalah,RA,1,24
Bahrain Finder,1746268037-2272,112350,434.9,Hamalah,RA,1,24
Bahrain Finder,1746268037-2273,109767,424.9,Hamalah,RA,1,24
Bahrain Finder,1746268037-2274,107184,414.9,Hamalah,RA,1,24
Bahrain Finder,1746268037-2275,104574,404.8,Hamalah,RA,1,24
Bahrain Finder,1746268041-2323,118705,459.5,Hamalah,RA,1,24
Bahrain Finder,1746268045-2331,108000,418.5,Askar,RA,2,24
Bahrain Finder,1746268045-2340,128000,496.3,Jurdab,RB,1,24
Bahrain Finder,1746268074-2556,166162,643.2,Barbar,RG,2,24
Bahrain Finder,1746268074-2564,137719,533.1,A'ali,RA,1,24
Bahrain Finder,1746268103-2771,131880,510.5,Sitra,RB,1,24
Bahrain Finder,1746268111-2839,145830,564.5,Sitra,RB,1,24
Bahrain Finder,1746268115-2856,145831,564.5,Sitra,RB,1,24
Bahrain Finder,1746268120-2890,138933,537.8,Sitra,RB,1,24
Bahrain Finder,1746268124-2914,206746,800.3,Jablat Hibshi,RA,1,24
Bahrain Finder,1746268153-3115,104000,402.9,Salmabad,RB,1,24
Bahrain Finder,1746268158-3148,140638,544.4,Barbar,RA,1,24
Bahrain Finder,1746268158-3167,136918,530,A'ali,RA,1,24
Bahrain Finder,1746268162-3194,95868,371.1,West Riffa,RA,1,24
Bahrain Finder,1746268175-3262,102120,395.3,Hamalah,RA,1,24
Bahrain Finder,1746268187-3352,186260,721,Tubli,RB,1,24
Bahrain Finder,1746268205-3485,99227,384.1,Riffa - Buhair,RA,1,24
Bahrain Finder,1746268205-3497,124285,481.1,A'ali,RB,2,24
Bahrain Finder,1746268205-3498,124260,481,A'ali,RB,1,24
Bahrain Finder,1746268213-3547,128000,496,Jablat Hibshi,RA,1,24
Bahrain Finder,1746268226-3621,127205,492.4,Riffa - Buhair,RA,1,24
Bahrain Finder,1746268226-3622,127489,493.5,Riffa - Buhair,RA,1,24
Bahrain Finder,1746268230-3677,144254,558.4,Hamad Town,RA,1,24
Bahrain Finder,1746268233-3704,130000,500,Tubli,RB,1,24
Bahrain Finder,1746267848-949,100000,388,Jid Ali,RB,1,23.9
Bahrain Finder,1746267935-1577,125023,487,Lawzi,RA,2,23.9
Bahrain Finder,1746268162-3192,129000,502,Malkiya,RB,1,23.9
Bahrain Finder,1746268218-3585,104473,406.1,Riffa,RA,2,23.9
Property Finder,1746262365-939,125000,487,Hamad Town,RA,1,23.8
Property Finder,1746262607-1033,130000,508,Saar,RA,1,23.8
Bahrain Finder,1746267910-1390,104881,409.4,Karzakkan,RA,1,23.8
Bahrain Finder,1746268011-2109,105000,410.8,Hamalah,RA,1,23.7
Property Finder,1746263873-1527,145000,572,North Riffa,RA,1,23.6
Bahrain Finder,1746267852-971,84745,333.6,Malkiya,RB,1,23.6
Bahrain Finder,1746267990-1947,160000,630,Zallaq,RA,1,23.6
Property Finder,1746260225-103,95000,376,Ras Hayan,RA,1,23.5
Property Finder,1746261631-652,129765,513,Jid Ali,RHB,1,23.5
Property Finder,1746261843-736,76720,303,Askar,RA,1,23.5
Property Finder,1746261846-737,76720,303,Askar,RA,1,23.5
Property Finder,1746262250-894,105929,418,Ras Hayan,RA,1,23.5
Property Finder,1746262666-1055,181873,719,Shahrakan,RA,1,23.5
Property Finder,1746263659-1444,130000,513,Jid Ali,RB,1,23.5
Property Finder,1746264292-1691,77900,308,Askar,RA,1,23.5
Property Finder,1746264586-1807,195128,771,Saar,RA,1,23.5
Property Finder,1746264800-1892,105800,418,Askar,RA,1,23.5
Bahrain Finder,1746267861-1035,75886,300,Askar,RA,1,23.5
Bahrain Finder,1746267910-1397,116713,461.4,Askar,RA,1,23.5
Bahrain Finder,1746267955-1707,205550,812.6,Diyar Al Muharraq,RA,1,23.5
Bahrain Finder,1746267977-1853,110516,436.9,Al Eker,RB,1,23.5
Bahrain Finder,1746267981-1881,110000,435.6,Sadad,RA,1,23.5
Bahrain Finder,1746267990-1942,109999,435.6,Sadad,RA,1,23.5
Bahrain Finder,1746267994-1985,77960,308.2,Jaw,RA,1,23.5
Bahrain Finder,1746268083-2608,77900,308.2,Askar,RA,1,23.5
Bahrain Finder,1746268103-2765,102775,406.3,Hamalah,RA,1,23.5
Bahrain Finder,1746268153-3127,430375,1701.4,Janabiyah,RG,1,23.5
Bahrain Finder,1746268153-3128,447425,1768.8,Janabiyah,RG,1,23.5
Bahrain Finder,1746268158-3152,181874,719,Sadad,RA,1,23.5
Bahrain Finder,1746268162-3181,181874,719,Shahrakkan,RA,1,23.5
Bahrain Finder,1746268166-3207,76720,303.3,Askar,RA,1,23.5
Bahrain Finder,1746268166-3208,76720,303.3,Askar,RA,1,23.5
Bahrain Finder,1746268183-3327,195609,773.3,Riffa,RA,1,23.5
Bahrain Finder,1746268205-3492,129765,513,Jid Ali,RB,1,23.5
Bahrain Finder,1746268222-3610,110187,435.6,Sadad,RA,1,23.5
Property Finder,1746261697-678,110000,436,Sadad,RA,1,23.4
Property Finder,1746263752-1480,129000,513,Jid Ali,RB,1,23.4
Property Finder,1746264321-1702,94800,376,Ras Hayan,RA,1,23.4
Bahrain Finder,1746267779-433,146002,580.4,Nuwaydirat,RB,1,23.4
Bahrain Finder,1746268187-3367,95000,376.5,Ra's Hayyan,RA,2,23.4
Property Finder,1746260269-121,90000,359,Al Bahair,RB,1,23.3
Property Finder,1746265249-2069,240000,959,Jurdab,RA,1,23.3
Bahrain Finder,1746267914-1415,85000,339,Ra's Hayyan,RA,1,23.3
Bahrain Finder,1746267999-2012,150230,599,Al Eker,RB,1,23.3
Property Finder,1746261246-501,160000,640,Salmabad,RB,1,23.2
Property Finder,1746262936-1161,125000,501,Hamad Town,RA,1,23.2
Property Finder,1746263737-1474,400000,1600,Janabiya,RG,3,23.2
Property Finder,1746264899-1930,85000,340,Askar,RA,1,23.2
Bahrain Finder,1746267729-2,239996,959.1,Jurdab,RA,1,23.2
Bahrain Finder,1746267832-821,45000,180.2,Karzakkan,RHB,2,23.2
Bahrain Finder,1746267856-989,2500047,10000,Jari Alshaikh,RA,2,23.2
Bahrain Finder,1746267947-1645,230000,920.7,Riffa Al Shamali,RA,1,23.2
Bahrain Finder,1746268062-2466,175057,701,Barbar,RA,1,23.2
Bahrain Finder,1746268175-3290,135000,540.6,Sadad,RA,2,23.2
Bahrain Finder,1746268218-3574,200000,800.3,Jablat Hibshi,RA,1,23.2
Bahrain Finder,1746268213-3549,125000,502,Malkiya,RB,1,23.1
Property Finder,1746259999-14,148000,598,Bu Quwah,RA,1,23
Property Finder,1746260075-44,437707,1768,Tubli,RB,1,23
Property Finder,1746260235-107,2460100.109,9937,West Riffa,RA,1,23
Property Finder,1746260277-123,127000,513,Tubli,RB,1,23
Property Finder,1746260494-208,742716,3000,Janabiya,RG,1,23
Property Finder,1746261773-708,128514,519,Galali,RA,1,23
Property Finder,1746261927-769,130000,525,Askar,RA,1,23
Property Finder,1746261929-770,136165,550,Askar,RA,1,23
Property Finder,1746262093-834,83678.55859999999,338,Ras Hayan,RA,1,23
Property Finder,1746262157-859,74271,300,Ras Hayan,RA,1,23
Property Finder,1746262240-890,133144,537,Sitra,RB,1,23
Property Finder,1746262331-925,267674,1081,Al Qurayyah,RG,1,23
Property Finder,1746263377-1333,441420,1783,Tubli,RB,1,23
Property Finder,1746263394-1340,84000,339,Ras Hayan,RA,1,23
Property Finder,1746263468-1369,74271,300,Askar,RA,1,23
Property Finder,1746263470-1370,74271,300,Askar,RA,1,23
Property Finder,1746263473-1371,74271,300,Askar,RA,1,23
Property Finder,1746263478-1372,74271,300,Askar,RA,1,23
Property Finder,1746263481-1373,74271,300,Askar,RA,1,23
Property Finder,1746263483-1374,74271,300,Askar,RA,1,23
Property Finder,1746263689-1455,850162,3434,North Riffa,RA,1,23
Property Finder,1746263762-1484,126000,510,Tubli,RA,1,23
Property Finder,1746263853-1520,101300,409,Karzakkan,RA,1,23
Property Finder,1746263991-1573,149830,605,Saar,RB,1,23
Property Finder,1746264016-1582,123860,500,Tubli,RA,1,23
Property Finder,1746264019-1583,126386,510,Tubli,RA,1,23
Property Finder,1746264246-1672,257920,1041,Hamad Town,RA,1,23
Property Finder,1746264382-1726,380542,1537,Janabiya,RG,1,23
Property Finder,1746264538-1788,95900,387,Askar,RA,1,23
Property Finder,1746264593-1810,233608,943,Saar,RA,1,23
Property Finder,1746264668-1840,99028,400,Karrana,RA,1,23
Property Finder,1746264852-1912,475387,1920,Al Markh,RG,1,23
Property Finder,1746265225-2059,89695,362,Hamala,RA,1,23
Property Finder,1746265307-2092,172780,697,Karzakkan,RB,1,23
Property Finder,1746265421-2137,371729,1501,Saar,RG,1,23
Property Finder,1746265504-2170,443699,1792,Janabiya,RG,2,23
Bahrain Finder,1746267734-72,267675,1081.2,Al Qurayyah,RG,1,23
Bahrain Finder,1746267738-136,150000,605.2,Sar,RB,2,23
Bahrain Finder,1746267743-154,208604,842.6,Damistan,RG,2,23
Bahrain Finder,1746267743-156,233609,943.6,Bani Jamrah,RA,2,23
Bahrain Finder,1746267751-213,173548,701,Barbar,RA,1,23
Bahrain Finder,1746267759-265,277528,1121,Al Qurayyah,RG,1,23
Bahrain Finder,1746267759-269,83877,338.8,Askar,RA,1,23
Bahrain Finder,1746267767-328,250543,1012,Al Qurayyah,RG,1,23
Bahrain Finder,1746267767-329,260693,1053,Al Qurayyah,RG,1,23
Bahrain Finder,1746267767-345,135422,547,Sanad,RA,1,23
Bahrain Finder,1746267767-348,77366,312.5,Ra's Hayyan,RA,1,23
Bahrain Finder,1746267771-365,268616,1085,Al Qurayyah,RG,1,23
Bahrain Finder,1746267771-368,255742,1033,Al Qurayyah,RG,1,23
Bahrain Finder,1746267771-373,247572,1000,Musala,RB,2,23
Bahrain Finder,1746267788-484,100291,405.1,Askar,RA,1,23
Bahrain Finder,1746267800-562,107694,435,Askar,RA,2,23
Bahrain Finder,1746267804-603,75361,304.4,Askar,RA,1,23
Bahrain Finder,1746267808-628,147776,596.9,Sadad,RA,2,23
Bahrain Finder,1746267808-630,74272,300,Askar,RA,1,23
Bahrain Finder,1746267812-668,274062,1107,Al Qurayyah,RG,1,23
Bahrain Finder,1746267812-671,80312,324.4,Jaw,RA,1,23
Bahrain Finder,1746267816-686,155723,629,Hamalah,RB,1,23
Bahrain Finder,1746267816-695,74272,300,Ra's Hayyan,RA,1,23
Bahrain Finder,1746267836-832,655818,2649,Markh,RB,1,23
Bahrain Finder,1746267836-833,536588,2167.4,Markh,RB,1,23
Bahrain Finder,1746267840-875,79025,319.2,Askar,RA,1,23
Bahrain Finder,1746267865-1070,153494,620,Hamad Town,RA,2,23
Bahrain Finder,1746267873-1118,195062,787.9,Malkiya,RB,1,23
Bahrain Finder,1746267881-1169,102247,413,Nuranah,RA,2,23
Bahrain Finder,1746267881-1174,79273,320.2,Askar,RA,1,23
Bahrain Finder,1746267910-1373,150128,606.4,Karzakkan,RA,1,23
Bahrain Finder,1746267951-1689,227940,920.7,Riffa Al Shamali,RA,1,23
Bahrain Finder,1746267951-1690,141859,573,Jid Ali,RB,1,23
Bahrain Finder,1746267951-1691,128317,518.3,Sitra,RB,1,23
Bahrain Finder,1746267986-1929,127004,513,Jid Ali,RB,1,23
Bahrain Finder,1746268007-2073,241804,976.7,A'ali,RA,1,23
Bahrain Finder,1746268020-2176,101207,408.8,Khalifah Town,RA,1,23
Bahrain Finder,1746268025-2203,89695,362.3,Hamalah,RA,1,23
Bahrain Finder,1746268029-2221,514727,2079.1,Sar,RG,3,23
Bahrain Finder,1746268029-2222,336153,1357.8,Sar,RG,1,23
Bahrain Finder,1746268029-2223,338604,1367.7,Sar,RG,1,23
Bahrain Finder,1746268041-2305,74272,300,Jaw,RA,1,23
Bahrain Finder,1746268041-2324,89671,362.2,Hamalah,RA,1,23
Bahrain Finder,1746268045-2344,158669,640.9,Salmabad,RA,2,23
Bahrain Finder,1746268050-2362,399531,1613.8,Janabiyah,RG,2,23
Bahrain Finder,1746268062-2473,102742,415,Jaw,RA,2,23
Bahrain Finder,1746268070-2527,158669,640.9,Salmabad,RB,2,23
Bahrain Finder,1746268070-2528,201771,815,Tubli,RB,1,23
Bahrain Finder,1746268078-2577,209817,847.5,Jablat Hibshi,RB,1,23
Bahrain Finder,1746268087-2645,120320,486,Salmabad,RB,1,23
Bahrain Finder,1746268095-2710,257920,1041.8,Hamad Town,RA,1,23
Bahrain Finder,1746268099-2741,220784,891.8,Sar,RA,1,23
Bahrain Finder,1746268103-2764,83184,336,Karranah,RA,1,23
Bahrain Finder,1746268115-2868,144632,584.2,Hamad Town,RA,2,23
Bahrain Finder,1746268115-2869,151613,612.4,Hamad Town,RA,1,23
Bahrain Finder,1746268115-2870,156292,631.3,Hamad Town,RA,1,23
Bahrain Finder,1746268120-2878,172780,697.9,Karzakkan,RB,1,23
Bahrain Finder,1746268128-2938,163645,661,Sadad,RB,2,23
Bahrain Finder,1746268149-3089,124157,501.5,Lawzi,RA,2,23
Bahrain Finder,1746268153-3111,126386,510.5,Tubli,RA,1,23
Bahrain Finder,1746268153-3114,84000,339,Khalifah Town,RA,2,23
Bahrain Finder,1746268153-3129,439614,1775.7,Janabiyah,RG,1,23
Bahrain Finder,1746268158-3170,123860,500.3,Tubli,RA,1,23
Bahrain Finder,1746268166-3210,67835,274,Jaw,RA,1,23
Bahrain Finder,1746268166-3223,103881,419.6,Jaw,RA,2,23
Bahrain Finder,1746268175-3280,201425,813.6,Riffa Al Shamali,RA,2,23
Bahrain Finder,1746268195-3430,132129,533.7,Musala,RB,1,23
Bahrain Finder,1746268199-3449,107298,433.4,Budaiya,RB,1,23
Bahrain Finder,1746268199-3467,84521,341.4,Jaw,RA,1,23
Bahrain Finder,1746268209-3507,185679,750,East Riffa,RB,1,23
Bahrain Finder,1746268209-3508,278519,1125,East Riffa,RB,1,23
Bahrain Finder,1746268222-3604,128514,519.1,Galali,RA,1,23
Bahrain Finder,1746268222-3613,225760,911.9,Buqwa,RA,2,23
Bahrain Finder,1746268226-3642,120319,486,Ra's Hayyan,RA,1,23
Property Finder,1746260325-143,89000,361,Ras Hayan,RA,1,22.9
Property Finder,1746260716-295,74000,300,Jaww,RA,1,22.9
Property Finder,1746263759-1483,123000,500,Tubli,RA,1,22.9
Property Finder,1746263890-1534,157000,638,North Riffa,RA,1,22.9
Property Finder,1746265108-2013,89000,361,Askar,RA,1,22.9
Bahrain Finder,1746267873-1101,100000,405.1,Askar,RA,1,22.9
Bahrain Finder,1746267906-1353,93000,376,Riffa,RB,1,22.9
Bahrain Finder,1746268087-2653,52000,210.9,Karzakkan,RB,1,22.9
Bahrain Finder,1746268230-3667,103000,418.5,Askar,RA,2,22.9
Bahrain Finder,1746267910-1376,99001,405.1,Askar,RA,1,22.7
Bahrain Finder,1746268149-3095,170001,696.3,Sadad,RA,1,22.7
Bahrain Finder,1746268179-3295,73303,300,Askar,RA,1,22.7
Property Finder,1746264887-1925,525000,2161,Hamala,RG,1,22.6
Bahrain Finder,1746267877-1148,75001,308.2,Askar,RA,1,22.6
