web-scraper-order,web-scraper-start-url,price,size,location,classification,roads,price per foot
"1746267931-1538","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 99,869","304.2","Hidd","RA","1","30.5"
"1746267931-1539","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 100,873","302.3","Dair","RA","1","31"
"1746267931-1540","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 100,572","301.4","Dair","RA","1","31"
"1746267931-1541","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 119,093","368.8","Dair","RA","2","30"
"1746267931-1542","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 133,135","426.5","Dair","RA","3","29"
"1746267931-1543","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 100,039","326.1","Riffa Al Shamali","RA","2","28.5"
"1746267931-1544","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 104,143","312.1","Dair","RA","1","31"
"1746267931-1545","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 75,000","206.6","Barbar","RHA","1","33.7"
"1746267931-1546","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 75,000","195","Karzakkan","RB","1","35.7"
"1746267931-1547","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 157,004","561","Malkiya","RB","2","26"
"1746267931-1548","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 100,000","320","Nuwaydirat","RB","1","29"
"1746267931-1549","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 124,862","400","Diyar Al Muharraq","SP","1","29"
"1746267931-1550","https://bahrainfinder.bh/en/search-results/page/73/?type%5B0%5D=land&status%5B0%5D","BD 124,483","361.4","Janabiyah","RA","2","32"
"1746267935-1551","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 110,116","409.2","Hidd","S","1","25"
"1746267935-1552","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 148,156","458.8","Dilmunia","SP","1","30"
"1746267935-1553","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 140,042","529.3","Hamad Town","MOH","1","24.6"
"1746267935-1554","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 140,042","529.3","Hamad Town","MOH","1","24.6"
"1746267935-1555","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 134,872","179","Buqwa","RHA","2","70000"
"1746267935-1556","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 138,339","459","Tubli","SP","2","28"
"1746267935-1557","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 105,006","327.8","Al Eker","RA","2","29.8"
"1746267935-1558","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 141,913","412","Amwaj Island","SP","2","32"
"1746267935-1559","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 48,000","161.5","Hamalah","RHA","1","27.6"
"1746267935-1560","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 113,141","389.3","Sadad","RA","2","27"
"1746267935-1561","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 138,484","476.5","Sadad","RA","2","27"
"1746267935-1562","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 48,223","160","Hamalah","RHA","1","28"
"1746267935-1563","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 194,406","531.2","Sar","RA","1","34"
"1746267935-1564","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 85,000","317.6","Hamalah","RHA","2","24.9"
"1746267935-1565","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 158,554","491","Jidhafs","RB","2","30"
"1746267935-1566","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 895,868","7566.2","Askar","SP","1","11"
"1746267935-1567","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 178,837","1510.4","Askar","SP","1","11"
"1746267935-1568","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 424,017","3581.1","Askar","SP","1","11"
"1746267935-1569","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 63,212","202.5","Askar","RA","1","29"
"1746267935-1570","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 303,486","909.5","Sitra","COM","1","31"
"1746267935-1571","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 87,358","261.8","Hamalah","RHA","2","31"
"1746267935-1572","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 106,951","331.2","Maqaba","RA","1","30"
"1746267935-1573","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 93,113","393.2","Askar","RA","2","22"
"1746267935-1574","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 94,000","309","Sadad","RA","1","28.3"
"1746267935-1575","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 98,000","331.8","Sadad","RA","1","27.4"
"1746267935-1576","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 84,000","226.8","Sanabis","RHB","1","35.5"
"1746267935-1577","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 125,023","487","Lawzi","RA","2","23.9"
"1746267935-1578","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 118,000","397.8","Tubli","RB","1","27.6"
"1746267935-1579","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 572,645","1520","Um Alhasam","BD","2","35"
"1746267935-1580","https://bahrainfinder.bh/en/search-results/page/72/?type%5B0%5D=land&status%5B0%5D","BD 48,524","161","Hamalah","RHA","2","28"
"1746267939-1581","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 120,333","328.8","Maqshaa","RA","2","34"
"1746267939-1582","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 55,801","162","Durrat Al Muharraq","RHA","1","32"
"1746267939-1583","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 113,048","328.2","Daih","RA","1","32"
"1746267939-1584","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 93,428","299.3","Barbar","RA","1","29"
"1746267939-1585","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 350,000","1287.8","Diyar Al Muharraq","SP","1","25.2"
"1746267939-1586","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 89,310","307.3","Al Eker","B3","1","27"
"1746267939-1587","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 120,711","386.7","Buri","RA","2","29"
"1746267939-1588","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 96,634","315","Karzakkan","RA","1","28.5"
"1746267939-1589","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 135,024","448","Hidd","RA","3","28"
"1746267939-1590","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 90,000","268.2","Diyar Al Muharraq","SP","1","31.2"
"1746267939-1591","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 93,000","305.6","Diyar Al Muharraq","SP","2","28.3"
"1746267939-1592","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 115,000","347.5","Arad","RA","2","30.7"
"1746267939-1593","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 90,000","306.3","Diyar Al Muharraq","SP","2","27.3"
"1746267939-1594","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 120,000","361.8","Busaiteen","RB","1","30.8"
"1746267939-1595","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 85,315","264.2","Damistan","RHA","2","30"
"1746267939-1596","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 59,269","174.8","Lawzi","RHA","1","31.5"
"1746267939-1597","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 454,989","1207.7","Diyar Al Muharraq","COM","1","35"
"1746267939-1598","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 118,541","542.5","Askar","RA","1","20.3"
"1746267939-1599","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 88,196","381.1","Askar","RA","2","21.5"
"1746267939-1600","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 1,054,887","7000.1","Ras Zuwaid","LD","3","14"
"1746267939-1601","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 783,727","1618","Manama","RA","2","45"
"1746267939-1602","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 1,057,402","2183","Sitra","COM","2","45"
"1746267939-1603","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 642,944","1127","Seef District","B3","2","53"
"1746267939-1604","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 185,000","800.3","Jablat Hibshi","RA","1","21.4"
"1746267939-1605","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 209,717","885.6","Nuwaydirat","Undefined","2","22"
"1746267939-1606","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 72,420","232","Hamalah","RHA","1","29"
"1746267939-1607","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 90,000","304.7","Malkiya","RB","1","27.4"
"1746267939-1608","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 113,450","324.3","Maqaba","RA","2","32.5"
"1746267939-1609","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 268,562","499","Seef District","B3","2","50"
"1746267939-1610","https://bahrainfinder.bh/en/search-results/page/71/?type%5B0%5D=land&status%5B0%5D","BD 175,027","625.4","Askar","B3*","2","26"
"1746267943-1611","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 222,757","1149.7","Khalifah Town","SP","1","18"
"1746267943-1612","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 222,757","1149.7","Khalifah Town","SP","1","18"
"1746267943-1613","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 120,000","361.8","Busaiteen","RB","1","30"
"1746267943-1614","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 116,251","400","A'ali","RB","1","27"
"1746267943-1615","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 150,158","558","Malkiya","RA","1","25"
"1746267943-1616","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 208,822","485","Manama","B3*","3","40"
"1746267943-1617","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 261,027","970","Amwaj Island","SP","1","25"
"1746267943-1618","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 118,731","344.7","Daih","RA","2","32"
"1746267943-1619","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 120,350","349.4","Daih","RA","2","32"
"1746267943-1620","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 121,969","354.1","Daih","RA","2","32"
"1746267943-1621","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 130,821","379.8","Daih","RA","3","32"
"1746267943-1622","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 73,098","185.8","Barbar","RA","1","36.5"
"1746267943-1623","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 248,261","768.8","Busaiteen","RA","3","30"
"1746267943-1624","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 75,002","220","Diyar Al Muharraq","RHA","1","31.7"
"1746267943-1625","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 107,132","343.2","Barbar","RA","1","29"
"1746267943-1626","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 132,907","474.9","Barbar","RA","1","26"
"1746267943-1627","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 136,817","518.8","Barbar","RA","1","24.5"
"1746267943-1628","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 107,413","344.1","Barbar","RA","1","29"
"1746267943-1629","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 108,818","348.6","Barbar","RA","2","29"
"1746267943-1630","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 113,486","340.1","Karranah","RB","1","31"
"1746267943-1631","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 626,266","895.1","Manama","BD","2","65"
"1746267943-1632","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 65,080","214.4","Al Eker","RHB","2","28.2"
"1746267943-1633","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 131,375","488.2","Hidd","S","1","25"
"1746267943-1634","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 121,848","452.8","Hidd","S","2","25"
"1746267943-1635","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 90,000","275.4","Salmaniya","RHA","1","30.4"
"1746267943-1636","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 182,019","445","Amwaj Island","SP","1","38"
"1746267943-1637","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 125,138","363.3","Karranah","RB","2","32"
"1746267943-1638","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 108,604","315.3","Karranah","RB","2","32"
"1746267943-1639","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 98,749","305.8","Damistan","RB","1","30"
"1746267943-1640","https://bahrainfinder.bh/en/search-results/page/70/?type%5B0%5D=land&status%5B0%5D","BD 96,566","320.4","Damistan","RA","1","28"
"1746267947-1641","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 74,813","189.9","Sitra","RB","2","36.6"
"1746267947-1642","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 186,422","577.3","Sanad","RA","2","30"
"1746267947-1643","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 136,918","424","Diyar Al Muharraq","RA","2","30"
"1746267947-1644","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 109,328","317.4","Sar","RA","1","32"
"1746267947-1645","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 230,000","920.7","Riffa Al Shamali","RA","1","23.2"
"1746267947-1646","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 55,801","162","Durrat Al Muharraq","RHA","1","32"
"1746267947-1647","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 128,969","386.5","Sar","RA","1","31"
"1746267947-1648","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 86,166","320.2","Askar","RA","1","25"
"1746267947-1649","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 152,392","416.4","Daih","RA","2","34"
"1746267947-1650","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 86,166","320.2","Askar","RA","1","25"
"1746267947-1651","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 80,041","220","Muharraq","RHA","2","33.8"
"1746267947-1652","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 96,144","308","Arad","RA","1","29"
"1746267947-1653","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 604,183","1871","Salmabad","LD","2","30"
"1746267947-1654","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 489,046","1298.1","Um Alhasam","BD","1","35"
"1746267947-1655","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 20,901","69.3","Malkiya","RHB","1","28"
"1746267947-1656","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 85,003","274","Jidhafs","RHB","2","28.8"
"1746267947-1657","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 29,500","97","Malkiya","RHB","1","28.3"
"1746267947-1658","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 146,735","568","Arad","RA","1","24"
"1746267947-1659","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 117,000","402","Jurdab","RA","1","27"
"1746267947-1660","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 95,993","343","Karzakkan","RA","1","26"
"1746267947-1661","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 96,238","406.4","Hamalah","RA","1","22"
"1746267947-1662","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 103,873","386","Budaiya","RB","2","25"
"1746267947-1663","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 407,310","473","Manama","BD","2","80"
"1746267947-1664","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 229,128","925.5","Hidd","BD","2","23"
"1746267947-1665","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 80,000","270.4","Hamalah","RA","1","27.5"
"1746267947-1666","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 73,000","185.8","Barbar","RA","1","36.5"
"1746267947-1667","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 87,000","276.6","Malkiya","RA","1","29.6"
"1746267947-1668","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 97,000","342","Malkiya","RB","1","26.3"
"1746267947-1669","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 112,322","417.4","Tubli","RB","1","25"
"1746267947-1670","https://bahrainfinder.bh/en/search-results/page/69/?type%5B0%5D=land&status%5B0%5D","BD 326,451","892","Amwaj Island","SP","1","34"
"1746267951-1671","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 63,841","197.7","Hamalah","RHA","1","30"
"1746267951-1672","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 69,362","226.1","Hamalah","RHA","1","28.5"
"1746267951-1673","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 47,017","160","Hamalah","RHA","1","27.3"
"1746267951-1674","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 47,017","160","Hamalah","RHA","1","27.3"
"1746267951-1675","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 54,186","167.8","Askar","RB*","1","30"
"1746267951-1676","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 104,000","441.2","Askar","RA","2","21.9"
"1746267951-1677","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 90,511","391.1","Askar","RA","1","21.5"
"1746267951-1678","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 70,578","226.1","Hamalah","RHA","1","29"
"1746267951-1679","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 267,755","995","Arad","RA","1","25"
"1746267951-1680","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 353,969","597.9","Manama","BR5","3","55"
"1746267951-1681","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 138,000","466.6","Diyar Al Muharraq","SP","1","27.5"
"1746267951-1682","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 134,000","417","Nuwaydirat","RA","2","29.9"
"1746267951-1683","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 105,000","374.2","Sanad","RA","2","26"
"1746267951-1684","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 107,371","475","Askar","RA","2","21"
"1746267951-1685","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 105,608","408.8","Budaiya","RB","1","24"
"1746267951-1686","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 104,471","404.4","Budaiya","RB","1","24"
"1746267951-1687","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 106,176","411","Budaiya","RB","1","24"
"1746267951-1688","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 102,792","397.9","Budaiya","RB","1","24"
"1746267951-1689","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 227,940","920.7","Riffa Al Shamali","RA","1","23"
"1746267951-1690","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 141,859","573","Jid Ali","RB","1","23"
"1746267951-1691","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 128,317","518.3","Sitra","RB","1","23"
"1746267951-1692","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 110,496","396.5","Hamalah","RA","2","25.9"
"1746267951-1693","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 147,079","488","Hidd","RA","3","28"
"1746267951-1694","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 169,533","1050","Ras Zuwaid","LD","1","15"
"1746267951-1695","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 152,761","457.8","A'ali","RA","1","31"
"1746267951-1696","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 123,503","441.3","Tubli","RB","1","26"
"1746267951-1697","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 113,245","389.8","Hidd","RA","2","27"
"1746267951-1698","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 10,000","19824","Askar","LD","1","0"
"1746267951-1699","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 133,831","606.5","A'ali","B4","1","20.5"
"1746267951-1700","https://bahrainfinder.bh/en/search-results/page/68/?type%5B0%5D=land&status%5B0%5D","BD 186,422","577.3","Sanad","RA","3","30"
"1746267955-1701","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 128,000","362.6","Northen Sehla","RA","2","32.7"
"1746267955-1702","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 107,000","301.9","Buqwa","RB","1","33"
"1746267955-1703","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 190,998","1182","Al Eker","RB","1","15"
"1746267955-1704","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 91,101","385","Ra's Hayyan","RA","1","22"
"1746267955-1705","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 58,999","180.1","Hamalah","RHA","2","30.4"
"1746267955-1706","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 173,309","555.2","Busaiteen","RA","2","29"
"1746267955-1707","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 205,550","812.6","Diyar Al Muharraq","RA","1","23.5"
"1746267955-1708","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 321,000","1494.3","Hidd","COM","3","20"
"1746267955-1709","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 334,500","1553.3","Hidd","COM","3","20"
"1746267955-1710","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 301,000","1400.8","Hidd","COM","2","20"
"1746267955-1711","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 230,909","692","Amwaj Island","SP","2","31"
"1746267955-1712","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 300,352","1049","Amwaj Island","SP","2","26.6"
"1746267955-1713","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 140,470","450","Busaiteen","RA","1","29"
"1746267955-1714","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 317,926","923","Busaiteen","RA","1","32"
"1746267955-1715","https://bahrainfinder.bh/en/search-results/page/67/?type%5B0%5D=land&status%5B0%5D","BD 217,000","1440","Damistan","RG","2","14"
