web-scraper-order,web-scraper-start-url,price,size,location,classification,roads,price per foot
"1746267897-1306","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 622,535","3231","Damistan","RG","1","17.9"
"1746267897-1307","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 53,012","167.8","Hamalah","RHA","1","29.4"
"1746267897-1308","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 423,992","1712.6","Salmabad","LD","1","23"
"1746267897-1309","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 172,859","606","Sanad","RA","1","26.5"
"1746267897-1310","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 100,000","366.3","Riffa - Al Hajiyat","RB","1","25.5"
"1746267901-1311","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 110,000","352","Arad","RA","1","29"
"1746267901-1312","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 174,861","570","Diyar Al Muharraq","SP","1","28.5"
"1746267901-1313","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 115,431","351.6","Al Hajar","RA","2","30.5"
"1746267901-1314","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 95,000","314.7","Sadad","RA","1","28"
"1746267901-1315","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 110,116","310","Daih","RHB","2","33"
"1746267901-1316","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 48,000","165.4","Hamalah","RHA","1","27"
"1746267901-1317","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 1,077,476","1820","Sanad","COM","2","55"
"1746267901-1318","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 279,836","999.9","Al Hajar","BD","1","26"
"1746267901-1319","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 148,925","395.3","Maqaba","RA","2","35"
"1746267901-1320","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 105,614","363.4","Sanad","RHB","1","27"
"1746267901-1321","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 105,585","363.3","Sanad","RHB","1","27"
"1746267901-1322","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 118,686","324.3","Northen Sehla","RA","","34"
"1746267901-1323","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 135,001","293.6","Amwaj Island","SP","1","42.7"
"1746267901-1324","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 135,001","293.6","Amwaj Island","SP","1","42.7"
"1746267901-1325","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 135,001","293.6","Amwaj Island","SP","1","42.7"
"1746267901-1326","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 94,000","405.1","Askar","RA","1","21.6"
"1746267901-1327","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 260,758","969","Riffa Al Shamali","RA","1","25"
"1746267901-1328","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 105,853","327.8","Al Eker","RA","1","30"
"1746267901-1329","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 978,448","1515","Jurdab","RB","1","60"
"1746267901-1330","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 389,958","1811.4","Janabiyah","RG","1","20"
"1746267901-1331","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 282,524","1029.3","Diyar Al Muharraq","SP","1","25.5"
"1746267901-1332","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 136,877","293","Amwaj Island","SP","2","43.4"
"1746267901-1333","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 264,364","614","Hidd","BD","2","40"
"1746267901-1334","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 336,052","892","Amwaj Island","RA","1","35"
"1746267901-1335","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 250,585","970","Amwaj Island","SP","1","24"
"1746267901-1336","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 109,089","355.6","Sitra","RB","1","28.5"
"1746267901-1337","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 109,426","356.7","Sitra","RB","1","28.5"
"1746267901-1338","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 118,373","407.3","Sitra","RB","1","27"
"1746267901-1339","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 475,769","1768","Tubli","RA","1","25"
"1746267901-1340","https://bahrainfinder.bh/en/search-results/page/80/?type%5B0%5D=land&status%5B0%5D","BD 299,613","994.1","Diyar Al Muharraq","SP","1","28"
"1746267906-1341","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 124,464","373","Maqaba","RA","2","30.9"
"1746267906-1342","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 102,000","299.9","Diyar Al Muharraq","RB","1","31.5"
"1746267906-1343","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 172,051","592","Arad","RA","1","27"
"1746267906-1344","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 108,000","371.7","Diyar Al Muharraq","S","","27"
"1746267906-1345","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 72,000","300","Ras Zuwaid","RA","1","22.2"
"1746267906-1346","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 55,107","161.5","Hamalah","RHA","1","31.7"
"1746267906-1347","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 190,000","573.8","Sitra","S","1","30"
"1746267906-1348","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 107,984","304","Buqwa","RA","1","33"
"1746267906-1349","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 101,059","361.1","Hamalah","RA","1","26"
"1746267906-1350","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 255,000","947.4","Riffa","RA","1","25"
"1746267906-1351","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 94,848","339","Askar","RA","2","26"
"1746267906-1352","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 230,055","605.8","Sayah","RB","1","35.3"
"1746267906-1353","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 93,000","376","Riffa","RB","1","22.9"
"1746267906-1354","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 118,660","386.8","Diyar Al Muharraq","SP","1","28.5"
"1746267906-1355","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 100,000","192","Manama","RHB","1","48.4"
"1746267906-1356","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 119,373","381.1","Sitra","RB","1","29.1"
"1746267906-1357","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 80,500","253.8","Hamalah","RHA","2","29.5"
"1746267906-1358","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 138,670","460.1","Salmabad","RB","2","28"
"1746267906-1359","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 98,000","325.5","Salmabad","RB","2","28"
"1746267906-1360","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 254,676","910","Amwaj Island","SP","2","26"
"1746267906-1361","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 162,041","386","Hidd","BD","1","39"
"1746267906-1362","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 94,793","309","Sadad","RA","1","28.5"
"1746267906-1363","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 299,223","1049","Amwaj Island","SP","2","26.5"
"1746267906-1364","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 146,347","412","Amwaj Island","SP","2","33"
"1746267906-1365","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 39,500","113","Buqwa","RHB","1","32"
"1746267906-1366","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 119,000","412","Jid Ali","RB*","2","26.8"
"1746267906-1367","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 93,647","300","Arad","RA","1","29"
"1746267906-1368","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 98,378","338.5","Hidd","RA","1","27"
"1746267906-1369","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 112,322","417.4","Tubli","RB","1","29"
"1746267906-1370","https://bahrainfinder.bh/en/search-results/page/79/?type%5B0%5D=land&status%5B0%5D","BD 128,514","426.4","Diyar Al Muharraq","SP","1","28"
"1746267910-1371","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 220,877","513","Buqwa","B4","2","40"
"1746267910-1372","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 142,383","426.7","Buqwa","RA","1","31"
"1746267910-1373","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 150,128","606.4","Karzakkan","RA","1","23"
"1746267910-1374","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 111,000","351.7","Dilmunia","SP","1","29.3"
"1746267910-1375","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 259,999","906.7","Janabiyah","B3","1","26.6"
"1746267910-1376","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 99,001","405.1","Askar","RA","1","22.7"
"1746267910-1377","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 175,875","510.6","Galali","RA","1","32"
"1746267910-1378","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 145,411","450.3","Galali","B3*","1","30"
"1746267910-1379","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 120,048","373","Riffa","RB","3","29.9"
"1746267910-1380","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 145,798","451.5","Galali","B3*","2","30"
"1746267910-1381","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 90,000","363","Sadad","AG","1","23"
"1746267910-1382","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 150,945","584.3","Sadad","RA","2","24"
"1746267910-1383","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 62,000","143.9","Damistan","RHA","1","40"
"1746267910-1384","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 62,000","155.7","Bani Jamrah","RHA","1","36.9"
"1746267910-1385","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 152,831","443.7","Jablat Hibshi","RA","2","32"
"1746267910-1386","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 123,649","389.4","Diyar Al Muharraq","SP","1","29.5"
"1746267910-1387","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 63,171","183.4","Hamalah","RHA","1","32"
"1746267910-1388","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 423,412","596","Sugaya","BD","1","66"
"1746267910-1389","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 125,001","381.6","Samaheej","RA","3","30.4"
"1746267910-1390","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 104,881","409.4","Karzakkan","RA","1","23.8"
"1746267910-1391","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 89,400","339","Askar","RA","2","24.5"
"1746267910-1392","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 54,725","188.3","Hamalah","RHA","1","27"
"1746267910-1393","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 148,724","484.8","South Sehla","RB","1","28.5"
"1746267910-1394","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 83,184","220.8","Diyar Al Muharraq","RHA","2","35"
"1746267910-1395","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 83,146","220.7","Muharraq","RHA","2","35"
"1746267910-1396","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 118,533","1101.2","Ras Zuwaid","LD","1","10"
"1746267910-1397","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 116,713","461.4","Askar","RA","1","23.5"
"1746267910-1398","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 90,000","287","Adhari","RHB","1","30.8"
"1746267910-1399","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 157,026","540.3","Hidd","B4","1","27"
"1746267910-1400","https://bahrainfinder.bh/en/search-results/page/78/?type%5B0%5D=land&status%5B0%5D","BD 319,045","988","Sitra","COM","2","30"
"1746267914-1401","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 130,357","457","Sadad","RA","1","26.5"
"1746267914-1402","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 59,000","184.8","Malkiya","RHA","1","29.7"
"1746267914-1403","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 106,000","342.9","Hamalah","RHA","2","28.7"
"1746267914-1404","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 102,940","303.6","Sanabis","RA","1","31.5"
"1746267914-1405","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 73,415","200.6","Lawzi","RA","1","34"
"1746267914-1406","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 73,305","200.3","Lawzi","RA","1","34"
"1746267914-1407","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 49,000","161.5","Hamalah","RHA","1","28.2"
"1746267914-1408","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 120,000","361.8","Sayah","RB","1","30.8"
"1746267914-1409","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 69,460","215.1","Hamalah","RHA","1","30"
"1746267914-1410","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 407,805","1894.3","Askar","RA","3","20"
"1746267914-1411","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 249,068","857","Askar","RHB","3","27"
"1746267914-1412","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 63,172","209.6","Hamalah","RHA","1","28"
"1746267914-1413","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 113,000","309.6","Hawrat A'ali","RA","1","33.9"
"1746267914-1414","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 95,988","435","Ra's Hayyan","RA","2","20.5"
"1746267914-1415","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 85,000","339","Ra's Hayyan","RA","1","23.3"
"1746267914-1416","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 60,000","162.1","Barbar","RHA","1","34.4"
"1746267914-1417","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 105,030","390.3","Hamalah","RHA","2","25"
"1746267914-1418","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 132,000","439","Tubli","RB","1","27.9"
"1746267914-1419","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 46,111","165.4","Hamalah","RHA","1","25.9"
"1746267914-1420","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 99,487","324.3","Salmabad","RB","2","28.5"
"1746267914-1421","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 99,211","323.4","Salmabad","RB","1","28.5"
"1746267914-1422","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 99,241","323.5","Salmabad","RB","1","28.5"
"1746267914-1423","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 248,950","826","Sanad","RA","1","28"
"1746267914-1424","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 131,136","435.1","Tubli","RA","1","28"
"1746267914-1425","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 131,136","435.1","Tubli","RA","1","28"
"1746267914-1426","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 138,113","493.5","Sadad","RA","1","26"
"1746267914-1427","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 138,113","493.5","Sadad","RA","1","26"
"1746267914-1428","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 115,000","402.8","Malkiya","RA","1","26.5"
"1746267914-1429","https://bahrainfinder.bh/en/search-results/page/77/?type%5B0%5D=land&status%5B0%5D","BD 115,000","399.4","Malkiya","RA","1","26.7"
